signal_strength,fiber_loss,temperature,traffic_load,power_status,equipment_health,humidity,fault
66,0.3837188241200019,20,70,1,85,38,0
25,0.5280972170089285,29,17,0,96,69,1
89,3.966643189906772,30,34,1,91,64,0
47,5.7235913525297235,50,62,1,48,39,1
50,5.991168370181015,53,54,0,65,85,1
16,5.923948022898035,36,49,0,52,88,1
87,2.174323258870619,23,29,1,41,38,1
62,1.5266804863351928,37,61,0,49,68,1
72,0.6820311897611507,26,75,1,54,76,0
98,2.022378295209387,31,34,1,83,49,0
41,1.7334365045380247,38,72,1,65,30,0
47,3.5030976469240924,27,83,1,44,73,1
31,2.2758344321927315,29,36,0,93,33,1
25,1.466026452775175,26,85,0,93,37,1
61,3.714015038457576,47,32,0,70,57,1
38,2.0060992314522936,37,55,0,45,61,1
25,2.186476944554927,20,56,0,44,68,1
85,3.6307991353807747,48,47,0,60,52,1
26,0.7974895055669513,41,22,0,83,80,1
73,4.668070001161489,41,57,0,91,57,1
98,5.796063023548273,43,43,1,94,75,1
22,2.995876831744802,44,66,1,78,70,1
81,3.4031676285506607,39,70,1,79,47,0
65,2.3693932971131866,49,19,0,92,76,1
14,5.744637614702806,26,68,0,84,85,1
21,0.8843726154777276,22,47,1,46,51,1
50,4.899778976984325,25,60,1,95,55,1
12,3.9375123883977827,35,94,1,58,93,1
42,4.7698280084741835,32,94,0,84,64,1
95,5.707711501520391,26,58,0,64,62,1
59,3.0272986330675233,48,62,0,64,51,1
65,1.8011491386568441,30,80,1,72,69,0
18,4.699118671737264,21,89,0,44,46,1
91,5.082965986554994,43,77,0,78,58,1
59,4.148905888963918,45,92,0,41,37,1
38,5.109109462892006,28,90,1,75,84,1
48,4.4089311320054065,25,63,0,97,45,1
54,5.7490908208866935,49,62,0,48,45,1
26,3.4670180959539696,33,78,0,58,91,1
65,2.3447931378925024,33,84,1,65,70,0
55,4.115070833209409,33,83,0,95,66,1
76,0.5077746604741922,43,92,1,64,77,0
78,3.0405051894835347,37,11,0,94,86,1
23,4.663063004843097,21,63,1,60,60,1
76,1.0968867161582336,51,44,0,50,66,1
32,2.4624018571767543,45,83,1,95,46,1
70,2.1666915270894465,50,57,1,96,65,1
32,2.076317306104673,40,38,0,93,67,1
36,3.9386968755731617,48,70,1,64,59,1
63,3.0352268542616843,33,89,0,60,67,1
19,4.8041602984937795,20,61,0,96,44,1
98,0.44131149423636196,53,97,0,99,68,1
86,2.7780644730993203,51,19,1,40,59,1
25,0.18259245761845838,31,21,0,70,67,1
50,1.4030729058038316,22,50,0,44,45,1
64,4.674717633077308,33,76,1,85,85,1
70,0.7257004899173213,41,64,0,47,64,1
95,0.7229177758540942,45,71,1,95,84,0
90,2.4684867040797465,54,37,0,40,39,1
96,4.683955584863523,42,49,0,96,34,1
58,3.8643349706418286,23,88,0,74,83,1
82,4.712356153468131,45,61,1,97,51,1
61,0.3923357283020248,45,29,0,50,63,1
11,3.425981676778783,45,61,0,82,68,1
59,2.7744267255055406,49,91,0,95,91,1
95,5.38652584280414,48,28,1,43,45,1
52,4.450301962936935,51,57,1,76,82,1
86,2.603612185303432,33,58,0,75,36,1
17,3.3677098695285603,48,49,0,59,64,1
68,2.6065165432374,24,18,1,58,44,0
74,2.702767009642415,49,21,1,86,81,1
90,3.8410859347573636,41,78,0,54,32,1
21,1.377555250628598,51,68,1,64,58,1
13,2.0657847294777785,36,47,0,40,30,1
86,1.7470376755507497,49,55,1,81,71,1
50,4.82473417934356,25,44,1,60,75,1
16,5.657466711109152,24,37,0,62,67,1
96,2.5443735247353154,41,71,1,67,71,0
97,0.5548968884528133,42,60,0,99,39,1
78,0.6519507974733647,32,93,1,71,77,0
78,2.4575748246985762,35,72,1,41,89,1
90,2.4304084042518173,33,94,1,80,62,0
39,0.9623227279250407,41,71,0,59,39,1
82,4.862028162477421,23,65,1,78,86,1
15,3.050795110569249,36,22,1,59,84,1
98,0.743453187630249,22,82,1,71,34,0
28,0.6824492301663108,22,50,0,86,69,1
89,2.7311904552747057,28,46,1,57,52,0
94,0.7893351331792995,26,58,1,54,39,0
75,3.411057109844328,32,85,0,99,81,1
19,2.3715922456929195,51,33,1,56,64,1
25,5.526078619768506,21,64,1,63,79,1
46,2.5715696024743906,32,99,0,74,77,1
88,3.725137962127337,48,80,1,72,55,1
86,4.886989491238574,32,19,0,61,75,1
86,1.8869691739239567,39,45,0,41,86,1
41,3.12014215015113,30,21,1,60,58,0
56,0.8135459163216693,28,90,0,42,72,1
81,2.653339446412966,23,67,0,68,30,1
52,2.317345810576341,34,16,0,59,56,1
91,2.626315529494879,50,79,0,66,72,1
45,0.7337204496053638,21,43,1,70,52,0
35,2.4505640243037745,31,10,1,67,72,0
19,5.234574279363908,40,34,0,82,50,1
40,5.628625055415098,49,30,1,65,56,1
38,1.5261913204793007,42,36,1,53,73,0
14,1.8729575973755876,30,38,1,71,84,1
86,0.15638331640925177,44,85,1,79,33,0
10,0.7819275713982371,26,13,0,56,57,1
96,2.1362059044402564,27,18,1,81,70,0
12,4.142141608286193,41,55,1,44,44,1
76,1.8240049708615411,22,29,0,73,72,1
80,0.5448437912456262,33,56,1,81,42,0
44,4.412119686948987,46,71,1,42,76,1
24,2.8539156927588487,45,52,0,66,70,1
76,3.1632635212981817,26,90,1,56,71,0
39,2.0235479893180215,27,65,0,67,84,1
91,3.7169607225515984,23,67,1,91,73,0
84,5.355598077625051,21,65,1,98,52,1
52,3.3671749746784747,36,16,0,76,30,1
69,3.566345910583754,40,62,1,82,82,0
49,2.304018839608162,39,45,0,75,51,1
74,0.5875216748481181,49,23,0,84,83,1
38,2.628394483505972,21,26,1,75,93,0
83,5.555371911361935,34,97,0,89,79,1
28,4.113268797663151,21,79,0,76,56,1
12,2.9922967329325822,46,52,1,74,43,1
45,3.7632113855107003,40,34,0,91,30,1
52,3.39536717013502,44,95,0,46,74,1
24,5.483178429680704,48,97,1,44,75,1
50,1.4207019202189475,24,58,1,53,35,0
99,5.343249335005388,20,34,0,74,92,1
89,4.161978205938451,44,43,1,78,77,1
45,0.8537038789062148,44,48,1,55,82,0
93,2.2942376439292267,30,22,0,67,84,1
86,2.6741634700638643,52,97,0,84,91,1
42,0.5893084016257104,38,15,0,83,71,1
14,3.3697753377262347,37,46,0,85,36,1
87,1.6302472377239798,26,53,1,52,88,0
96,2.802953571484686,42,46,0,67,48,1
23,2.6887310062221017,23,18,0,73,80,1
77,3.177877599176969,40,96,1,99,87,1
92,5.092622833570995,32,56,1,95,68,1
56,4.706491075937029,46,84,0,69,60,1
63,5.250708285353824,25,53,0,50,60,1
13,3.4768497415574564,32,92,1,45,66,1
92,3.733250021568416,37,37,0,52,79,1
18,2.6398700969379085,46,52,1,65,61,1
62,4.33159266102791,42,52,1,98,50,1
86,1.3088822969263967,50,92,1,90,52,1
87,2.9035835845682,40,69,1,57,92,0
69,4.313621510574908,44,73,0,48,92,1
55,4.68948557672511,35,81,0,59,60,1
63,1.5629036420876234,35,78,1,70,36,0
83,1.1711373436820438,40,78,0,78,62,1
46,1.8023508790010456,52,43,1,85,50,1
32,5.528917947799492,47,70,0,90,52,1
36,0.8618105767479307,49,35,1,57,73,1
79,5.7232614327433975,20,72,1,94,94,1
99,5.969394375249387,24,53,1,56,39,1
75,4.72232143067946,52,22,0,97,42,1
70,4.586493026656064,30,30,0,41,63,1
86,5.724390530543906,27,46,0,63,93,1
60,1.8141584442838652,50,56,1,80,72,1
59,0.8609950135343784,40,10,0,77,60,1
28,4.956292212278398,44,58,1,98,93,1
10,1.1084872924430265,37,73,0,64,71,1
49,0.3679184967797693,31,89,0,43,59,1
41,1.259122776394188,31,74,1,58,79,0
31,2.683648856755173,54,62,1,62,45,1
75,3.021103353558718,48,84,1,67,35,1
49,0.468760020423055,33,12,1,40,36,1
47,2.716026722038775,32,32,1,50,69,0
57,3.665414811751461,38,50,0,45,73,1
64,5.59765821785803,39,30,0,55,94,1
84,1.4411855092755188,21,61,0,86,87,1
90,1.3447253077456587,31,20,0,86,71,1
64,2.3976079572421374,29,75,0,83,43,1
60,5.90356167274061,36,81,1,73,73,1
69,2.0837262067061406,26,70,1,73,84,0
17,0.358820296813013,37,42,0,51,41,1
95,1.6671276421147423,32,51,0,57,38,1
77,3.393979349239315,32,42,0,78,55,1
84,2.534007981355698,31,80,1,51,87,0
81,4.667916040228586,34,64,1,67,42,1
18,3.682902365086573,22,51,1,58,38,1
99,3.400797521167714,29,53,1,45,82,1
11,2.0056643139568258,42,45,0,77,64,1
89,3.3558916436590986,23,65,0,95,40,1
79,3.7319852439100902,44,15,0,79,76,1
94,1.1573080830640645,20,11,1,69,42,0
99,4.44162072529301,24,58,1,43,76,1
68,2.4183046681644425,24,94,1,59,47,0
28,4.479426689555235,46,86,0,82,32,1
37,1.148492426933378,26,33,1,78,39,0
81,3.9734725936994737,43,14,1,92,37,0
23,0.2586111479714692,42,85,1,60,85,1
33,1.0378981722915321,27,83,1,53,35,1
53,5.357613285630516,49,51,0,92,49,1
65,2.8226845397790554,50,52,1,69,31,1
99,3.0963907210345414,35,93,1,47,87,1
60,5.454709136995641,47,62,1,88,91,1
41,2.9611070995317212,20,77,1,85,93,0
59,3.962072459307426,30,28,0,81,91,1
50,1.409534925336936,42,60,1,56,47,0
75,0.5812815547383491,51,59,0,84,46,1
34,2.1847754149830956,51,16,1,77,64,1
70,4.812208854918754,48,87,0,82,69,1
75,2.7363401310615996,50,90,1,69,40,1
51,1.092087147677135,38,26,1,63,37,0
74,3.316078371458055,28,81,0,48,74,1
45,1.6566581284120498,51,80,0,83,94,1
85,5.685340061082755,50,32,0,83,44,1
18,3.506734579898943,24,66,0,56,69,1
45,5.899478313842463,42,32,0,89,36,1
47,0.3541294363124404,40,67,1,89,71,0
42,0.16820158228872786,39,35,1,58,83,0
51,2.914863918292122,32,67,1,82,69,0
70,5.185796973273076,39,84,1,95,74,1
55,3.1940009889704,32,89,1,74,42,0
95,5.2695012525016205,26,29,1,99,34,1
98,0.8703397920762952,53,28,0,95,66,1
70,4.22603098052559,36,62,0,61,78,1
27,3.9932763481398608,49,43,0,91,89,1
79,3.315286506828091,23,53,1,77,82,0
91,2.4901182845238807,23,19,1,96,75,0
89,3.917703215365914,34,98,1,42,44,1
24,3.3455444596618555,41,15,1,41,85,1
57,1.70849127284387,30,70,1,44,88,1
81,0.7172310156389036,51,68,1,61,64,1
22,2.381227123427558,38,48,1,66,74,1
52,3.1233730907917354,35,34,0,46,73,1
69,3.100240714333443,29,58,0,62,82,1
66,2.610936172642782,36,93,1,58,47,0
80,2.031395497064575,25,76,1,59,60,0
26,2.167915043738377,52,47,1,61,62,1
59,1.6684871723051118,39,58,0,57,49,1
41,3.521458769677363,33,88,1,67,42,0
31,5.114335920498136,47,83,1,63,47,1
64,5.290169306909368,25,15,0,49,69,1
66,5.9629772406198995,38,14,1,93,48,1
22,0.6240277978696246,25,10,1,80,53,1
56,1.3641237479667718,24,26,1,52,82,0
96,4.408221131835915,21,14,1,76,76,1
71,3.9069190817461283,25,43,0,83,74,1
63,0.8898077578520031,33,95,0,54,49,1
38,3.823006374266147,33,18,0,92,59,1
31,2.4981249694979586,49,71,0,63,50,1
74,5.745470961811641,43,37,0,62,70,1
38,5.1459325956584205,49,26,1,62,91,1
57,0.5321294506303539,30,95,0,66,88,1
14,0.6309388283269773,33,87,1,93,30,1
44,2.560635151532054,41,36,1,82,61,0
83,0.14938988224742353,22,93,1,46,88,1
92,0.6568827913058802,48,71,0,55,46,1
80,5.602314367633208,27,92,1,94,40,1
55,4.775347809853484,26,22,0,67,47,1
44,4.06898298259336,43,62,1,51,41,1
54,4.998399676599972,24,86,1,55,34,1
22,1.5753236471008996,39,77,1,94,88,1
19,4.3808450791443585,24,46,1,42,67,1
75,3.731846216483034,25,21,1,40,76,1
79,5.107019755983844,47,91,1,40,89,1
81,1.7678558423206387,34,55,0,77,66,1
34,4.605923205434993,45,40,1,95,63,1
53,5.130643283962617,40,70,1,79,75,1
69,3.339140560670297,40,68,1,82,39,0
56,2.541332910043934,28,93,0,59,32,1
49,5.6970502009190405,29,13,1,70,67,1
16,1.0969207336992044,44,80,0,86,57,1
55,0.31401095436271187,40,58,0,84,80,1
32,1.156927556357327,53,53,1,57,44,1
92,4.132378400588354,50,79,0,81,77,1
55,4.754781040253108,21,30,0,64,72,1
95,4.329282661856086,35,98,1,56,83,1
22,2.5772126683385315,54,75,1,81,46,1
30,5.80868391345547,50,69,0,64,39,1
10,2.7213813341806405,31,41,0,43,40,1
28,5.889699132554867,42,77,0,82,55,1
69,5.5168870970270385,36,63,0,91,60,1
42,2.502152269907623,33,12,1,44,50,1
13,1.0499509725288976,52,53,0,65,80,1
12,0.6300407159195188,25,50,0,77,47,1
61,3.2357022181668267,42,24,0,77,53,1
37,4.602926968271246,50,52,1,62,33,1
79,1.1386814030203045,24,16,0,49,68,1
79,1.9774445373132283,22,13,0,86,67,1
64,3.8201356796966084,47,25,0,51,38,1
66,2.8191228020396193,50,72,0,41,80,1
96,3.6628198897014888,36,68,0,40,31,1
25,4.090568754075509,41,54,1,54,39,1
33,2.346101054524376,32,16,1,62,40,1
78,4.737201156400897,40,98,0,50,53,1
50,4.246904004741636,40,89,0,92,76,1
86,4.156564048679309,25,83,1,61,39,1
56,0.9819527834672155,29,31,0,60,43,1
85,2.8979900223580928,33,75,0,84,42,1
78,3.5053202123191434,42,62,0,47,86,1
40,1.4356786870689404,26,85,1,58,49,0
39,4.575545826639922,43,34,1,88,66,1
27,0.814376092297372,34,40,0,40,60,1
53,0.9841592195174199,42,57,0,57,78,1
36,2.5385838438898776,24,42,1,41,58,1
35,0.8985343263575705,39,33,0,91,87,1
69,0.16869931623956425,29,12,0,67,56,1
27,2.527271384737376,42,16,1,78,44,1
98,3.9264576252974726,46,28,0,51,65,1
65,3.0213159670997762,50,41,0,58,90,1
40,0.4078602157117027,25,80,1,54,30,0
68,1.471545488627462,32,58,0,57,48,1
11,3.193656896475257,47,19,0,78,37,1
48,4.454747359134843,35,31,0,74,77,1
70,4.7841100893944155,36,38,0,83,58,1
72,3.164274017870213,50,92,0,66,91,1
27,3.912151977459412,29,89,0,70,91,1
26,5.4301623960921495,50,72,1,91,49,1
48,0.48467257017300014,25,97,1,73,91,1
80,0.6851180659661188,39,99,1,92,85,1
63,2.801374495818091,40,52,0,53,82,1
85,3.6974343948180857,35,55,0,97,93,1
44,0.12734169703929302,44,33,0,65,89,1
20,2.7700351512634205,53,18,1,98,68,1
70,1.119289244791416,27,33,1,65,67,0
53,3.906117391665405,33,54,1,51,36,0
77,1.6796398674171724,42,42,0,78,52,1
34,5.421434952735157,31,11,0,56,94,1
57,0.47669990041105725,39,18,1,70,94,0
41,4.874315711618258,43,14,0,49,75,1
93,2.4147325564985516,32,77,0,60,49,1
13,5.157247456451199,52,67,0,81,35,1
47,4.9092233873521085,53,74,0,51,61,1
72,1.5118268990710229,51,90,1,54,70,1
56,0.3983498034474847,48,80,0,41,54,1
10,4.203576327329167,46,55,0,65,51,1
12,1.3059278514031811,32,84,0,74,83,1
95,5.589991917697968,41,85,1,48,41,1
71,0.49666061211738854,26,32,1,43,54,1
73,2.011482322427812,26,80,0,79,56,1
26,0.17462914426072013,48,28,1,90,74,1
87,1.9704156743267696,33,60,1,90,94,0
71,3.293426213918031,21,35,1,66,51,0
44,3.9636890894804195,26,62,1,93,50,0
22,4.385959575684349,36,73,0,51,94,1
44,5.017356128801861,52,45,0,50,40,1
52,0.7536263589296217,41,43,1,65,56,0
11,4.595048577443065,33,16,0,85,77,1
65,1.7423757806553137,20,55,0,77,50,1
86,0.9156562269191968,27,64,0,72,78,1
60,1.6673653415707927,27,90,0,52,79,1
63,5.1621591682059496,48,65,0,81,41,1
25,3.801610935004998,36,47,0,73,54,1
27,3.6245508021271786,46,79,0,81,82,1
16,3.549357814727834,27,77,1,81,51,1
54,2.5109024928174426,25,79,1,96,83,0
45,2.5603269397814232,49,46,1,56,61,1
50,0.9751143013603212,42,56,1,62,30,0
51,2.0624166722786113,34,71,0,73,48,1
16,3.1209896342588883,33,95,1,81,63,1
24,3.675504406749668,46,88,0,62,88,1
69,0.5226684390814637,22,16,1,67,46,0
49,2.0694804174599057,31,94,0,88,31,1
92,2.1025825587094493,22,18,0,75,35,1
46,3.1389141773640086,20,47,1,47,93,1
75,4.289203586031241,36,43,0,74,37,1
64,3.847872639969344,37,84,1,63,52,0
86,3.4682227030919863,29,73,0,44,70,1
89,1.8193701286942914,31,20,1,76,57,0
65,5.050433052872669,36,48,0,64,84,1
53,4.73322619291642,41,64,0,72,40,1
66,1.1833154738289593,33,78,0,80,80,1
15,3.9652762578549976,27,33,1,59,83,1
41,5.449262033983942,36,49,1,95,33,1
83,2.6700476215347457,34,38,1,75,52,0
27,5.556138700779171,25,57,0,46,41,1
77,0.22958627924159175,26,56,1,58,45,0
82,3.145815992826663,51,36,0,45,46,1
16,1.6119931728219155,28,66,0,99,82,1
17,1.6467286411314372,39,58,1,99,92,1
73,5.277528469118746,21,65,0,55,78,1
16,1.9378468643151008,37,15,1,44,44,1
50,0.23765425770819482,21,22,1,94,53,0
49,3.2841632539524657,34,58,0,59,30,1
12,5.828091953329775,30,44,0,55,74,1
26,0.566663402126435,22,85,0,40,55,1
75,1.7891694023717222,28,46,0,76,55,1
88,2.8700687439164834,42,47,0,44,30,1
61,4.999832651030464,29,46,1,89,60,1
31,1.6864813714357154,43,50,0,69,81,1
13,2.1277429856673464,51,36,0,55,62,1
15,2.3685203487719946,23,52,1,56,40,1
47,2.3398413419127517,26,31,0,93,83,1
35,1.2820369718015192,48,94,1,55,62,1
20,5.502428701624396,48,23,0,52,39,1
99,4.77817077401336,28,61,1,96,85,1
26,5.856292399757904,21,36,1,94,92,1
97,2.28886308615345,22,66,0,54,73,1
40,0.3672422600543602,47,96,1,76,41,1
86,0.7814564061036628,39,65,0,73,31,1
44,2.2091533798882397,23,84,0,66,48,1
25,5.47527820213089,49,49,0,77,80,1
88,5.8883999321785,50,39,0,53,35,1
27,4.949782926158365,41,38,0,82,41,1
71,1.5067102846742562,28,26,0,89,37,1
36,3.992226646454667,28,18,1,85,50,0
44,3.619982944941077,50,49,0,75,70,1
54,4.957188908749239,35,97,1,66,52,1
44,3.107521177345929,54,49,0,61,80,1
37,1.9769662123304297,41,15,0,40,45,1
18,0.21373790396758105,50,82,0,87,54,1
85,4.790654545306065,32,30,0,52,35,1
24,3.228465141074244,47,59,0,41,66,1
30,3.251705527896888,26,92,0,61,49,1
61,5.7466677508352495,44,14,0,63,59,1
44,2.968742030346781,20,50,1,92,38,0
60,1.9632278635230886,54,43,0,42,92,1
92,2.105044008461206,30,88,1,82,77,0
64,0.16930668181646696,53,74,1,80,94,1
96,0.8218710987030018,37,16,1,83,94,0
86,0.35847170332135925,50,50,0,44,92,1
53,1.5352349238186522,35,91,1,48,50,1
74,0.48144874476712984,49,64,0,53,51,1
97,2.0535859713504023,44,36,0,90,85,1
89,0.8441641398089773,47,97,1,74,83,1
34,5.515722369087984,43,69,1,58,37,1
96,5.636465073192459,53,32,1,44,89,1
56,3.6603930768567166,40,41,1,56,60,0
89,4.8523777385233045,30,54,1,46,49,1
65,4.0955465895349175,46,40,1,48,36,1
47,4.88554244941117,28,66,0,62,50,1
20,3.87486249704743,35,59,0,41,88,1
76,2.6381426634350076,30,14,1,95,70,0
24,5.255151297844337,33,55,1,81,94,1
10,2.6845916985697604,34,23,0,80,46,1
16,2.4376536871886056,41,27,1,42,47,1
10,3.783860538768283,41,50,1,84,36,1
58,5.633797625173879,44,63,0,73,36,1
82,2.708996763565913,41,90,0,59,59,1
38,3.492174148610716,22,85,1,65,83,0
35,3.004763047452998,49,15,1,69,54,1
96,5.46742415677834,20,39,0,96,58,1
54,4.092795513621984,22,69,0,57,83,1
80,2.575577332190119,36,64,1,88,83,0
21,3.680725613628426,52,44,1,52,37,1
41,1.0207492636803268,32,26,0,60,45,1
29,2.1174689324034617,27,54,0,82,57,1
60,4.443469177891402,51,28,1,61,49,1
90,3.418125392115996,45,21,1,71,66,0
45,1.9542095902919034,25,94,1,65,60,0
76,2.2375576424574635,31,30,0,92,64,1
10,4.877718225432336,27,16,1,55,85,1
36,3.2912097174055996,48,63,1,49,51,1
49,1.5086606382709467,39,71,1,54,37,0
93,1.851196220106839,32,57,1,79,36,0
23,2.860512716095808,27,59,0,84,85,1
78,4.600741649918286,37,37,0,50,38,1
96,5.98489852966247,45,50,0,98,61,1
88,1.1959867696312059,39,12,1,85,47,0
15,4.554081232444242,52,17,0,84,66,1
42,3.741595143892331,27,25,0,62,54,1
64,3.2340387988240358,31,96,1,44,57,1
28,5.802096610725504,21,26,1,81,30,1
86,2.0042459435245177,35,38,1,41,93,1
38,1.1441716347833673,30,83,1,96,62,0
70,5.277823231362967,36,14,1,40,60,1
79,0.5052646497603218,49,64,1,48,86,1
88,4.9210060800721775,27,39,1,42,57,1
89,3.5764923593286917,42,60,0,42,84,1
33,1.0676229611837909,29,46,0,76,38,1
32,1.4414367339310845,25,20,0,42,41,1
19,1.0194594967362263,20,47,0,54,47,1
63,4.3381973969387895,30,48,1,67,83,1
50,0.9691358309879547,42,35,1,84,69,0
58,4.1200881618332446,22,69,1,77,85,1
26,0.8560867420541023,33,92,0,71,71,1
65,4.8333728802447675,32,46,1,77,55,1
54,5.524995596944094,39,83,1,42,62,1
39,3.399940966671405,54,24,1,46,71,1
53,5.800485819581056,34,51,1,46,85,1
83,2.4032437872586945,24,28,1,50,45,0
64,1.5431544876380567,40,91,0,72,45,1
28,1.1460508610563689,30,84,0,40,87,1
38,2.9258837501349584,26,73,1,88,52,0
11,0.8714067196860765,31,15,1,41,79,1
45,5.267164708001512,23,92,1,48,91,1
28,4.730116552742864,42,73,0,91,49,1
16,3.416498585739819,45,25,0,53,49,1
35,4.356631523112916,21,49,1,52,37,1
88,0.394942787659192,35,99,1,46,47,1
47,1.3007549521136297,53,37,1,91,81,1
12,3.765150167696219,30,44,1,49,50,1
89,2.9170701191056287,42,41,0,57,52,1
75,3.6672755817666167,42,83,1,81,38,0
80,0.6249173526997089,49,67,0,54,39,1
52,3.9492930928179626,39,32,1,72,79,0
71,4.841335916534061,35,33,0,95,32,1
80,3.3230235796861654,30,63,1,78,30,0
33,2.2087014102773095,50,69,0,74,61,1
48,1.1304223557928221,43,37,0,50,70,1
77,1.6655947707579397,45,33,1,43,50,1
53,3.1829438382404853,21,90,0,92,87,1
14,1.6075551939437822,34,81,1,78,80,1
64,4.689878670536107,41,83,0,54,56,1
39,0.8772720538182524,45,23,1,71,73,0
38,3.1469031699765004,23,42,0,67,84,1
35,3.0262004696799436,25,58,0,47,58,1
92,0.9194643536581555,41,66,1,91,84,0
35,5.970426726513171,42,19,0,91,54,1
46,4.956498786041341,44,38,0,73,83,1
62,2.3805415445703857,22,30,0,52,90,1
39,4.140948579869312,39,68,0,71,57,1
12,4.327829076685342,52,38,0,88,38,1
52,3.941776549521098,39,41,1,82,94,0
16,2.651655282418954,25,47,1,68,78,1
58,5.3221568565952,31,18,1,79,61,1
82,4.652153152195631,38,43,0,75,88,1
50,3.297917729897048,44,55,1,57,79,0
86,0.1151204344691315,37,48,1,78,90,0
88,1.4179080061279867,34,88,1,59,81,0
63,3.102071640853175,46,96,0,42,84,1
78,5.403681435243911,43,93,0,40,40,1
36,3.808863570309494,40,43,0,79,43,1
17,2.5653875572738536,34,22,1,42,30,1
41,0.38268064986061767,45,16,0,44,39,1
93,3.623953340873852,29,76,0,59,74,1
73,2.16943790751776,22,53,0,90,48,1
19,3.2705210393579076,48,33,1,52,55,1
22,4.622006020653379,24,14,1,83,87,1
72,4.842068094799505,43,59,0,48,77,1
44,5.199241612747653,24,18,0,58,59,1
70,3.8526750947980855,51,70,0,77,81,1
63,5.443145580095552,45,49,0,57,90,1
17,4.174705257718678,46,38,1,66,47,1
38,4.725093149093409,31,52,0,57,81,1
50,4.144345112232553,51,67,0,51,64,1
39,5.243996501201499,25,39,1,67,31,1
95,1.4150503031212718,32,50,0,90,85,1
30,4.583333750535736,50,17,0,68,39,1
85,0.7912236039326974,37,24,0,47,83,1
20,0.6427647763029394,48,62,1,64,54,1
11,3.0005736573471373,29,96,1,74,44,1
59,1.8713992197373435,22,31,1,55,49,0
50,3.423813423570507,37,74,0,87,39,1
75,4.0986301145447195,48,74,1,49,30,1
12,1.4367211136359974,45,70,1,78,64,1
89,4.229563741982393,51,41,1,87,68,1
60,5.973208640626225,46,64,1,73,65,1
77,4.583732259754721,30,42,0,86,59,1
96,1.12534036105117,25,16,0,66,59,1
93,3.8388030027521722,50,20,1,52,49,1
34,0.15596014355503204,27,83,1,55,91,1
39,2.8713371459535666,43,91,0,66,88,1
91,3.246507557280962,37,16,0,87,87,1
20,5.837027562647098,28,23,1,90,64,1
26,4.449511744541262,41,73,1,91,36,1
35,4.265165486486861,29,17,1,72,53,1
32,3.2411871932428036,20,60,1,84,72,1
65,3.127738483832117,22,10,1,88,78,0
61,5.953288409338727,45,98,1,65,58,1
57,0.2254811782307069,26,38,1,85,33,0
29,1.8889148445765034,46,84,0,83,63,1
11,0.8893245577708635,34,64,0,58,31,1
97,1.9583344012035775,42,55,0,57,69,1
40,2.8353563342413657,40,15,0,84,54,1
36,2.117400959455685,32,45,0,72,74,1
11,5.779960176192566,51,56,0,45,30,1
87,4.115469064227629,39,87,1,86,94,1
13,4.395465085963671,24,54,1,81,36,1
22,4.47952411913654,51,55,1,40,46,1
44,5.405439252032337,47,33,0,66,88,1
81,4.631310963459694,47,48,1,67,66,1
75,0.1956083746794966,31,82,0,42,80,1
15,1.6422349001170753,25,41,0,64,30,1
40,5.935715875343055,45,48,0,79,85,1
19,3.9475344710583453,36,31,0,93,70,1
30,0.5018946162933916,29,60,1,56,62,1
83,2.8531653968669226,45,18,0,51,57,1
32,5.886923315108395,35,29,0,75,89,1
12,5.957745036676505,51,27,0,93,90,1
41,2.651436236694155,35,84,1,91,88,0
29,5.36901275317534,33,42,0,97,35,1
83,3.592754637238783,44,40,1,45,38,1
38,3.1056331578632426,20,45,0,49,78,1
61,2.5304606825637768,35,11,1,71,30,0
55,5.363567234541694,52,75,0,75,52,1
43,3.7646473578950865,41,90,0,48,44,1
93,2.0694060978045465,47,22,0,63,73,1
70,3.0024013794921336,42,31,1,70,30,0
81,2.720067813729598,21,32,0,77,43,1
80,2.7618092939241072,34,42,1,42,46,1
79,1.9384978437586158,24,10,1,96,66,0
20,3.834447977402284,51,45,1,74,60,1
91,0.4082006033866413,42,48,0,65,65,1
98,5.328363485763012,42,70,1,68,61,1
72,2.550842108890972,52,44,0,53,90,1
30,4.825088564490734,25,22,0,66,66,1
12,4.404001703379035,52,95,1,41,60,1
91,2.8839246391343996,39,72,1,86,71,0
97,1.2723923360090394,21,52,1,61,82,0
19,3.417048956748346,39,96,1,80,37,1
36,5.693626367037975,42,76,0,60,40,1
21,1.1960575295923728,45,20,1,96,40,1
16,1.6104734267346887,45,38,0,46,42,1
26,5.95873219226905,21,62,1,55,58,1
74,5.366168751302057,21,50,0,61,67,1
73,3.342344114998666,52,99,0,55,36,1
35,4.198973008289265,29,86,1,72,71,1
24,2.714067755576385,47,47,0,96,82,1
42,2.484146791765641,34,89,0,85,69,1
71,2.714806491274046,37,12,1,40,72,1
56,2.545057663664573,46,94,1,66,48,1
44,4.085774567999412,31,53,0,44,44,1
74,2.049694091721387,33,72,0,85,55,1
81,1.1075807973510752,50,15,1,95,66,1
85,4.268748506483862,28,46,1,86,35,1
92,0.2846554095711117,45,88,0,99,84,1
34,4.340644758607242,46,98,1,62,77,1
66,1.6531378034179995,35,38,1,63,47,0
41,1.2224919998258594,21,86,0,42,61,1
72,2.335844357998579,36,96,0,81,62,1
